Player,Comp,Age,Min,Gls,Ast,Pos,Tkl,Int,Clr,Blocks,Succ,Carries,KP,xG,xAG,Club
Marcos Senesi,eng Premier League,27.0,1106,0,0,DF,39,14,58,1,6,554,3,0.8,0.2,
Stefano Sensi,it Serie A,28.0,274,1,0,MF,8,3,3,1,5,245,3,0.9,0.2,
Suat Serdar,it Serie A,27.0,1376,2,1,MF,35,8,21,19,19,370,10,1.9,1.0,
Sergi,es La Liga,32.0,2957,2,0,DF,40,39,185,8,4,977,5,1.5,0.4,
Nicolás Serrano,es La Liga,21.0,112,0,0,FW,1,1,1,0,3,27,1,0.2,0.0,
Benjamin Šeško,de Bundesliga,21.0,2380,13,5,"FW,MF",7,5,20,26,39,444,19,10.0,2.1,
Ryan Sessegnon,eng Premier League,24.0,580,4,2,"FW,DF",27,3,18,9,8,180,12,1.6,1.1,
Stephan El Shaarawy,it Serie A,31.0,1098,3,4,"DF,MF",16,10,13,12,17,381,15,2.7,1.2,
Luke Shaw,eng Premier League,29.0,349,0,0,DF,4,2,7,6,0,226,5,0.0,0.7,
Alen Sherri,it Serie A,26.0,621,0,0,GK,1,1,1,0,0,137,1,0.0,0.0,
Eldor Shomurodov,it Serie A,29.0,1097,4,4,"FW,MF",14,3,5,14,8,246,17,4.7,1.3,
Djibril Sidibé,fr Ligue 1,32.0,2101,0,3,DF,65,20,64,16,11,817,18,0.4,2.9,
Armindo Sieb,de Bundesliga,21.0,762,2,2,"FW,MF",10,1,7,6,11,184,8,2.8,1.1,
Benjamin Siegrist,it Serie A,32.0,152,0,0,GK,0,1,1,0,0,56,0,0.0,0.0,
Vincent Sierro,fr Ligue 1,28.0,2402,5,1,MF,44,16,44,18,12,914,30,4.2,3.6,
Tim Siersleben,de Bundesliga,24.0,1182,0,0,DF,21,20,66,7,3,472,6,0.6,0.5,
Zain Silcott-Duberry,eng Premier League,19.0,1,0,0,FW,1,0,0,1,0,1,0,0.0,0.0,
Kiliann Sildillia,de Bundesliga,22.0,801,2,0,DF,17,11,38,13,6,253,7,0.5,0.7,
André Silva,de Bundesliga,28.0,375,1,0,FW,2,0,3,8,1,103,5,2.6,0.4,
André Silva,de Bundesliga,28.0,132,1,2,"FW,MF",1,1,2,4,0,35,3,1.3,0.6,
Bernardo Silva,eng Premier League,29.0,2670,4,4,"MF,FW",56,23,32,35,28,1288,53,3.9,5.1,
Caio Henrique Oliveira Silva,fr Ligue 1,27.0,1929,0,6,DF,37,22,59,37,14,787,35,0.2,5.0,
Fábio Silva,es La Liga,22.0,1866,10,3,FW,12,4,27,24,21,330,16,8.8,2.0,
Jota Silva,eng Premier League,24.0,854,3,1,"FW,MF",27,12,17,12,10,175,14,2.1,2.9,
Eric da Silva Moreira,eng Premier League,18.0,30,0,0,"MF,DF",2,1,0,0,0,4,0,0.0,0.0,
Rui Silva,es La Liga,30.0,1350,0,0,GK,0,0,7,0,0,334,2,0.0,0.1,
Marco Silvestri,it Serie A,33.0,450,0,0,GK,0,0,3,0,0,103,0,0.0,0.0,
Abdallah Sima,fr Ligue 1,23.0,1238,7,2,"FW,MF",15,1,9,15,6,299,13,5.9,1.0,
Mohamed Simakan,de Bundesliga,24.0,54,0,0,DF,0,2,0,1,0,27,3,0.0,0.3,
Giovanni Simeone,it Serie A,29.0,419,1,1,FW,2,1,6,6,6,110,8,2.6,0.8,
Giuliano Simeone,es La Liga,21.0,1926,2,6,MF,27,14,22,40,30,652,24,2.2,5.2,
Moses Simon,fr Ligue 1,29.0,2609,8,10,"FW,MF",20,12,13,48,65,731,56,5.8,6.7,
Unai Simón,es La Liga,27.0,1890,0,0,GK,0,1,14,0,0,397,0,0.0,0.0,
Xavi Simons,de Bundesliga,21.0,2150,10,6,MF,28,12,19,25,33,869,51,5.1,6.3,
Jahmai Simpson-Pusey,eng Premier League,18.0,96,0,0,DF,1,0,2,0,0,79,0,0.0,0.0,
Danel Sinani,de Bundesliga,27.0,1250,2,2,"FW,MF",14,1,13,12,10,297,24,1.7,3.0,
Lassine Sinayoko,fr Ligue 1,24.0,2299,5,8,"FW,MF",33,13,38,26,28,576,37,6.5,5.5,
Wilfried Singo,fr Ligue 1,23.0,2096,1,2,DF,37,43,110,8,6,951,7,1.9,1.5,
Luis Sinisterra,eng Premier League,25.0,236,1,1,"FW,MF",7,1,8,4,8,95,9,1.2,1.4,
Daley Sinkgraven,es La Liga,29.0,91,0,0,DF,5,1,2,1,1,46,1,0.0,0.0,
Tobias Sippel,de Bundesliga,36.0,59,0,0,GK,0,0,0,0,0,16,0,0.0,0.0,
Jailson Siqueira,es La Liga,28.0,614,0,0,"DF,MF",13,9,28,5,3,369,1,0.1,0.0,
Ayanda Sishuba,fr Ligue 1,19.0,3,0,0,FW,1,0,0,0,0,1,0,0.0,0.0,
Ibrahim Sissoko,fr Ligue 1,28.0,819,3,1,FW,11,2,13,7,3,149,7,4.3,0.6,
Ibrahima Sissoko,de Bundesliga,26.0,2610,2,1,MF,66,36,61,28,32,691,27,1.7,1.6,
Niama Sissoko,fr Ligue 1,18.0,47,0,0,"FW,MF",0,0,0,1,0,14,0,0.3,0.0,
Antonio Sivera,es La Liga,27.0,2810,0,0,GK,2,0,20,1,0,482,1,0.0,0.1,
Tim Skarke,de Bundesliga,27.0,1164,0,2,"FW,MF",14,5,17,15,10,293,16,2.1,1.2,
Ellyes Skhiri,de Bundesliga,29.0,2231,1,2,MF,40,31,45,20,11,823,22,1.4,1.4,
Oliver Skipp,eng Premier League,23.0,1129,0,0,MF,21,11,11,12,7,347,9,0.4,0.3,
Leo Skiri Østigård,fr Ligue 1,24.0,1227,1,0,DF,20,15,81,6,1,490,2,0.7,0.2,
Leo Skiri Østigård,de Bundesliga,24.0,927,0,0,DF,9,9,111,2,2,344,3,0.3,0.1,
Łukasz Skorupski,it Serie A,33.0,2364,0,0,GK,1,0,13,0,1,778,0,0.0,0.0,
Andreas Skov Olsen,de Bundesliga,24.0,535,1,1,"FW,MF",8,2,12,6,4,188,18,0.8,1.9,
Robert Skov,de Bundesliga,28.0,852,2,2,"DF,MF",15,8,9,10,5,263,19,1.7,2.4,
Milan Škriniar,fr Ligue 1,29.0,382,0,0,DF,7,3,16,0,0,244,1,0.2,0.1,
Steven Skrzybski,de Bundesliga,31.0,1323,6,3,"MF,FW",19,11,11,13,13,313,22,3.5,2.9,
Naatan Skyttä,fr Ligue 1,22.0,5,0,0,FW,1,0,0,0,0,4,0,0.0,0.0,
William Smallbone,eng Premier League,24.0,690,1,0,MF,20,2,14,8,4,193,10,0.6,0.7,
Adam Smith,eng Premier League,33.0,1590,0,0,DF,24,15,49,15,6,366,8,0.7,0.4,
Eric Smith,de Bundesliga,27.0,2827,1,1,"DF,MF",46,37,104,7,3,838,28,1.4,1.5,
Justin Smith,es La Liga,21.0,209,0,0,MF,9,4,3,1,1,41,1,0.0,0.0,
Emile Smith Rowe,eng Premier League,24.0,2043,6,3,MF,31,11,16,18,16,779,24,4.5,1.4,
Ivan Smolčić,it Serie A,23.0,630,0,0,DF,16,10,24,4,0,231,2,0.4,0.1,
Eduard Sobol,fr Ligue 1,29.0,95,0,0,DF,0,2,14,1,0,19,0,0.0,0.0,
Simon Sohm,it Serie A,23.0,2989,4,0,MF,28,26,36,14,15,876,20,3.1,2.1,
Alex Sola,es La Liga,25.0,1029,0,1,"MF,FW",21,7,11,10,21,265,9,1.0,0.7,
Arnau Solà,es La Liga,21.0,13,0,0,MF,0,0,0,0,0,1,0,0.0,0.0,
Dominic Solanke,eng Premier League,26.0,2201,9,3,FW,18,1,23,15,17,385,14,10.9,2.9,
Ola Solbakken,it Serie A,25.0,760,0,0,"MF,FW",7,2,8,6,7,150,9,0.8,0.4,
Carlos Soler,eng Premier League,27.0,1409,1,1,"MF,FW",16,8,21,10,8,367,18,1.8,1.4,
Julio Soler,eng Premier League,19.0,11,0,0,"DF,FW",1,0,0,1,0,12,0,0.0,0.0,
Oumar Solet,it Serie A,24.0,1672,1,2,DF,33,17,78,8,25,806,17,0.8,1.2,
Jhon Solis,es La Liga,19.0,535,1,0,MF,13,4,6,1,5,229,2,0.7,0.1,
Daniele Sommariva,it Serie A,27.0,28,0,0,GK,0,0,1,0,0,6,0,0.0,0.0,
Yann Sommer,it Serie A,35.0,2880,0,0,GK,0,0,13,0,0,925,0,0.0,0.0,
David Soria,es La Liga,31.0,3420,0,0,GK,4,1,21,0,0,459,0,0.0,0.0,
Juan Soriano,es La Liga,26.0,540,0,0,GK,1,0,2,0,0,90,0,0.0,0.0,
Borna Sosa,it Serie A,26.0,1181,0,0,DF,26,14,33,10,3,417,11,0.3,0.7,
Ramón Sosa,eng Premier League,24.0,295,1,0,"FW,MF",5,4,5,2,8,75,8,1.0,0.5,
Hugo Sotelo,es La Liga,20.0,1254,0,0,MF,28,5,9,10,8,656,19,0.2,1.7,
Florian Sotoca,fr Ligue 1,33.0,1794,1,1,"FW,MF",22,14,25,42,16,679,18,4.6,1.5,
Riccardo Sottil,it Serie A,25.0,833,1,1,"FW,MF",5,4,3,8,11,272,12,0.9,0.9,
Riccardo Sottil,it Serie A,25.0,123,0,0,"FW,MF",1,0,0,0,1,47,3,0.2,0.3,
Tomáš Souček,eng Premier League,29.0,2567,9,1,MF,46,20,85,26,6,506,14,6.7,1.0,
Matìas Soulé,it Serie A,21.0,1781,5,5,"MF,DF",26,9,25,15,35,794,51,3.0,5.2,
Boubakary Soumaré,eng Premier League,25.0,2171,0,0,MF,37,27,34,15,27,847,11,0.3,0.4,
Issa Soumaré,fr Ligue 1,23.0,1902,5,4,"FW,MF",25,16,32,21,16,495,28,3.8,3.1,
Djibril Sow,es La Liga,27.0,2062,2,1,MF,25,28,26,11,10,604,21,2.4,1.6,
Saidou Sow,fr Ligue 1,22.0,1018,0,1,DF,9,15,37,1,1,465,2,0.3,0.2,
Saidou Sow,fr Ligue 1,22.0,799,1,0,DF,17,13,46,1,4,288,2,0.6,0.4,
Djed Spence,eng Premier League,23.0,1792,1,2,DF,47,21,74,19,38,794,11,0.6,1.8,
Leonardo Spinazzola,it Serie A,31.0,1517,1,1,"DF,FW",17,9,31,26,28,603,26,0.8,3.5,
Marco Sportiello,it Serie A,32.0,126,0,0,GK,0,0,1,0,0,37,0,0.0,0.0,
Anton Stach,de Bundesliga,25.0,2585,1,2,"MF,DF",66,46,101,26,15,1002,26,2.0,2.2,
Jens Stage,de Bundesliga,27.0,2204,10,5,MF,49,18,42,22,8,668,23,7.2,2.8,
Josip Stanišić,de Bundesliga,24.0,876,0,2,DF,13,6,29,4,5,533,14,0.3,1.5,
Filip Stankovic,it Serie A,22.0,1367,0,0,GK,0,0,11,0,0,341,0,0.0,0.0,
Jay Stansfield,eng Premier League,21.0,1,0,0,MF,0,0,0,0,0,0,0,0.0,0.0,
Carl Starfelt,es La Liga,29.0,2270,1,0,DF,40,31,129,4,1,1104,6,0.5,0.2,
Niklas Stark,de Bundesliga,29.0,2106,0,1,DF,33,36,129,8,1,882,1,1.1,0.1,
Lucas Stassin,fr Ligue 1,19.0,1887,12,4,FW,16,3,8,23,15,326,18,7.0,3.4,
Jason Steele,eng Premier League,33.0,180,0,0,GK,0,0,1,0,0,91,0,0.0,0.0,
Orri Steinn Óskarsson,es La Liga,19.0,944,3,0,FW,6,2,11,9,2,122,5,5.2,0.2,
Pascal Stenzel,de Bundesliga,28.0,290,0,0,DF,3,2,6,3,0,136,5,0.3,0.6,
Jack Stephens,eng Premier League,30.0,1389,1,0,DF,34,13,53,4,0,631,3,0.6,0.2,
Leonidas Stergiou,de Bundesliga,22.0,852,1,2,DF,24,14,39,9,4,339,4,1.1,0.9,
Raheem Sterling,eng Premier League,29.0,499,0,2,"FW,MF",9,1,4,7,10,201,8,1.4,0.5,
Enzo Sternal,fr Ligue 1,17.0,24,0,0,"FW,MF",0,0,0,0,1,10,1,0.0,0.0,
Finley Stevens,de Bundesliga,21.0,1,0,0,DF,0,0,0,0,0,1,0,0.0,0.0,
Ross Stewart,eng Premier League,28.0,389,1,0,FW,6,1,7,3,3,64,0,1.1,0.0,
Angelo Stiller,de Bundesliga,23.0,2741,1,8,MF,49,26,50,15,20,1588,59,1.8,7.2,
Kevin Stöger,de Bundesliga,30.0,1551,3,3,MF,37,16,26,23,17,699,54,3.9,5.3,
Stoichkov,es La Liga,30.0,699,0,1,"MF,FW",14,1,7,13,6,179,7,1.1,1.2,
Petar Stojanović,it Serie A,28.0,3,0,0,MF,0,0,0,0,0,2,0,0.0,0.0,
Jakub Stolarczyk,eng Premier League,23.0,900,0,0,GK,2,0,6,1,0,221,0,0.0,0.0,
John Stones,eng Premier League,30.0,548,2,0,"DF,MF",6,4,19,2,2,292,2,0.4,0.1,
Jørgen Strand Larsen,eng Premier League,24.0,2587,14,4,FW,10,6,29,19,8,345,21,10.3,3.0,
Gabriel Strefezza,it Serie A,27.0,2619,6,4,"FW,MF",57,13,26,41,36,1033,57,3.7,3.9,
Cristhian Stuani,es La Liga,37.0,1078,11,2,FW,9,7,11,3,2,96,6,8.1,0.6,
Álex Suárez,es La Liga,31.0,2460,0,0,DF,40,13,107,13,0,816,3,0.5,0.1,
Denis Suárez,es La Liga,30.0,608,1,1,MF,12,3,3,8,10,197,14,0.9,1.5,
Gabriel Suazo,fr Ligue 1,26.0,2163,0,6,DF,59,36,40,27,25,782,40,0.8,3.8,
Luka Sučić,es La Liga,21.0,1792,1,1,MF,25,15,16,15,25,666,25,3.3,2.6,
Yukinari Sugawara,eng Premier League,24.0,1557,1,1,"DF,MF",31,11,53,22,9,564,17,0.5,2.2,
Niklas Süle,de Bundesliga,28.0,1053,0,0,DF,14,4,46,2,3,668,3,0.6,0.1,
Ibrahim Sulemana,it Serie A,21.0,283,2,0,MF,9,0,1,0,1,135,1,0.6,0.0,
Kamaldeen Sulemana,eng Premier League,22.0,1402,1,1,"FW,MF",22,6,9,9,39,380,10,1.5,1.0,
Crysencio Summerville,eng Premier League,22.0,786,1,1,"FW,MF",13,0,7,13,13,207,17,1.6,1.7,
Tomáš Suslov,it Serie A,22.0,2080,0,1,"MF,FW",54,18,17,20,36,462,27,1.6,1.9,
Suso,es La Liga,30.0,606,0,2,"FW,MF",10,4,2,11,14,280,22,0.7,1.6,
Zion Suzuki,it Serie A,21.0,3314,0,0,GK,1,0,35,1,0,953,0,0.0,0.0,
Mattias Svanberg,de Bundesliga,25.0,1219,3,1,MF,20,15,26,12,10,235,13,3.6,1.7,
Daniel Svensson,de Bundesliga,22.0,781,1,3,"DF,FW",15,5,30,12,1,303,10,0.8,1.2,
Marin Šverko,it Serie A,26.0,1117,1,0,DF,20,16,45,10,6,356,2,0.3,0.3,
Mile Svilar,it Serie A,24.0,3420,0,0,GK,0,0,12,0,0,944,0,0.0,0.0,
Michael Svoboda,it Serie A,25.0,1314,1,0,DF,26,22,66,8,2,509,5,0.2,0.6,
Williot Swedberg,es La Liga,20.0,1348,4,5,"FW,MF",23,3,10,18,10,351,16,5.2,2.6,
Abakar Sylla,fr Ligue 1,21.0,950,1,0,DF,27,11,63,7,3,425,1,0.4,0.1,
Issiaga Sylla,fr Ligue 1,30.0,1156,1,0,DF,25,10,34,16,9,335,7,1.8,0.6,
Mamadou Sylla,es La Liga,30.0,1583,5,1,"FW,MF",8,3,14,12,5,188,14,5.1,1.7,
Wojciech Szczęsny,es La Liga,34.0,1350,0,0,GK,1,0,20,0,1,286,0,0.0,0.0,
Sammie Szmodics,eng Premier League,28.0,992,4,0,"FW,MF",16,6,14,13,4,179,5,3.4,0.2,
Dominik Szoboszlai,eng Premier League,23.0,2491,6,6,MF,38,9,19,27,21,805,56,7.3,7.4,
Alexander Sørloth,es La Liga,28.0,1566,20,2,FW,9,1,28,5,14,323,13,16.8,1.6,
Musa Al-Taamari,fr Ligue 1,27.0,1116,2,1,"FW,MF",14,3,3,14,23,316,12,2.6,1.5,
Musa Al-Taamari,fr Ligue 1,27.0,567,1,0,"FW,MF",4,2,2,5,7,114,10,2.4,1.3,
Haris Tabakovic,de Bundesliga,30.0,821,3,1,FW,3,1,16,5,4,165,9,3.3,1.2,
Nicolás Tagliafico,fr Ligue 1,31.0,1902,3,1,DF,57,36,55,24,1,822,5,3.0,0.8,
Jonathan Tah,de Bundesliga,28.0,2970,3,0,DF,19,36,157,7,3,1551,4,1.1,0.4,
Adrien Tameze,it Serie A,30.0,649,0,0,"MF,DF",5,10,8,7,4,214,6,0.4,0.8,
Axel Tapé,fr Ligue 1,16.0,180,0,0,"DF,MF",3,1,5,2,1,129,1,0.0,0.0,
Renato Tapia,es La Liga,29.0,2424,1,0,"MF,DF",61,27,86,25,19,663,8,0.6,0.4,
Edmond Tapsoba,de Bundesliga,25.0,2507,0,0,DF,39,24,89,14,11,1326,4,1.1,0.2,
Florian Tardieu,fr Ligue 1,32.0,1252,2,4,MF,18,15,21,7,3,598,19,0.6,1.3,
Mehdi Taremi,it Serie A,32.0,807,1,2,FW,7,0,11,8,6,186,15,3.5,1.6,
Matt Targett,eng Premier League,28.0,21,0,0,DF,0,1,1,0,0,4,0,0.0,0.0,
Oussama Targhalline,fr Ligue 1,22.0,990,0,0,MF,19,19,14,10,5,330,6,0.1,0.7,
James Tarkowski,eng Premier League,31.0,2922,1,1,DF,64,41,213,12,5,727,16,1.3,2.9,
César Tárrega,es La Liga,22.0,3026,2,0,DF,49,22,222,14,11,1134,3,1.9,0.1,
Nuno Tavares,it Serie A,24.0,1686,0,8,DF,28,21,44,29,49,736,33,1.1,4.8,
Marcus Tavernier,eng Premier League,25.0,1939,3,5,"FW,MF",43,5,11,26,28,705,43,5.5,4.0,
Charlie Taylor,eng Premier League,30.0,356,0,0,DF,7,5,31,3,2,116,1,0.0,0.1,
Jack Taylor,eng Premier League,26.0,860,1,0,MF,20,9,24,5,4,254,5,0.7,0.5,
Loum Tchaouna,it Serie A,20.0,660,1,0,"FW,MF",8,4,14,5,5,188,10,2.5,0.6,
Jackson Tchatchoua,it Serie A,22.0,3167,2,3,"DF,MF",50,14,75,35,21,685,34,1.6,2.8,
Enzo Tchato,fr Ligue 1,21.0,1899,0,0,DF,48,22,59,28,6,532,14,0.1,1.5,
Aurélien Tchouaméni,es La Liga,24.0,2689,0,0,"DF,MF",47,46,92,10,10,1440,5,1.7,0.6,
Álvaro Tejero,es La Liga,28.0,1238,1,4,"MF,DF",14,13,34,15,3,336,33,0.6,2.9,
Martín Tejón,es La Liga,20.0,49,0,0,"MF,DF",2,0,0,0,2,17,1,0.1,0.0,
Mathys Tel,eng Premier League,19.0,911,2,1,FW,16,2,8,12,15,266,14,3.0,2.6,
Mathys Tel,de Bundesliga,19.0,256,0,1,"FW,MF",2,1,1,2,6,109,1,0.7,0.3,
Nathan Tella,de Bundesliga,25.0,1359,2,4,"MF,FW",16,4,10,20,19,308,18,3.1,1.5,
Nahuel Tenaglia,es La Liga,28.0,2922,2,1,DF,96,47,123,35,17,757,19,2.2,1.6,
Arnau Tenas,fr Ligue 1,23.0,90,0,1,GK,0,0,0,0,0,28,2,0.0,0.2,
Casper Tengstedt,it Serie A,24.0,1517,6,1,FW,7,4,29,18,9,238,12,5.3,0.9,
Marc-André ter Stegen,es La Liga,32.0,674,0,0,GK,0,0,2,0,0,158,0,0.0,0.0,
Filippo Terracciano,it Serie A,21.0,539,0,0,"DF,MF",9,6,11,2,0,162,2,0.2,0.1,
Pietro Terracciano,it Serie A,34.0,270,0,0,GK,0,0,0,0,0,67,0,0.0,0.0,
Ramón Terrats,es La Liga,23.0,131,0,0,"MF,FW",3,2,3,2,1,64,1,0.1,0.3,
Ramón Terrats,es La Liga,23.0,1219,4,1,"MF,FW",20,8,16,11,25,256,16,2.2,2.5,
Martin Terrier,de Bundesliga,27.0,584,2,1,"MF,FW",4,1,1,6,2,129,8,2.4,0.9,
Tanner Tessmann,fr Ligue 1,22.0,1234,1,0,MF,25,19,29,7,10,575,7,1.0,0.6,
Kenny Tete,eng Premier League,28.0,1774,0,2,DF,56,32,67,23,9,611,9,1.4,0.9,
Teddy Teuma,fr Ligue 1,30.0,750,1,0,MF,18,12,8,17,3,350,13,1.4,1.1,
Jordan Teze,fr Ligue 1,24.0,569,1,0,DF,18,6,15,9,5,171,13,1.2,1.5,
Florian Thauvin,it Serie A,31.0,1956,8,3,"FW,MF",20,7,10,28,39,682,39,8.1,3.8,
Arthur Theate,de Bundesliga,24.0,2704,0,0,DF,36,39,170,18,10,1321,13,2.4,1.0,
Norman Theuerkauf,de Bundesliga,37.0,22,0,0,MF,0,0,0,0,0,8,0,0.0,0.0,
Thiago,eng Premier League,23.0,175,0,0,"FW,MF",5,2,3,0,3,45,2,0.1,0.1,
Malick Thiaw,it Serie A,22.0,1806,0,0,DF,24,15,76,2,3,905,4,0.6,0.1,
Denis Thomalla,de Bundesliga,31.0,4,0,0,MF,0,0,0,0,0,1,0,0.0,0.0,
Luke Thomas,eng Premier League,23.0,1110,0,0,DF,31,21,49,14,3,371,9,0.4,0.5,
Sorba Thomas,fr Ligue 1,24.0,1321,1,3,"FW,MF",14,9,27,16,9,372,36,1.5,3.7,
Adrien Thomasson,fr Ligue 1,30.0,2615,3,7,MF,90,19,28,33,26,1056,56,5.9,6.0,
Morten Thorsby,it Serie A,28.0,1898,0,1,"MF,FW",49,5,28,20,9,295,27,2.8,2.1,
Khéphren Thuram,it Serie A,23.0,2326,4,5,MF,44,14,39,17,39,1067,25,3.5,3.6,
Marcus Thuram,it Serie A,26.0,2200,14,4,FW,18,3,15,12,24,453,39,9.9,4.4,
Cheikh Tidiane Niasse,it Serie A,24.0,755,0,0,MF,18,17,17,6,1,160,4,0.4,0.1,
Youri Tielemans,eng Premier League,27.0,3026,3,7,MF,84,23,47,37,31,1288,60,3.3,7.0,
Kieran Tierney,eng Premier League,27.0,259,1,0,"DF,FW",7,3,9,2,2,108,8,0.4,1.4,
Phillip Tietz,de Bundesliga,27.0,1686,7,2,FW,11,5,26,21,15,347,22,6.1,1.2,
Jurriën Timber,eng Premier League,23.0,2417,1,3,DF,58,22,44,25,24,890,17,1.2,0.8,
Jean-Clair Todibo,eng Premier League,24.0,1825,0,0,DF,47,26,83,7,9,760,2,0.4,0.0,
Harry Toffolo,eng Premier League,28.0,137,0,0,DF,5,2,12,3,0,17,0,0.0,0.0,
Umut Tohumcu,de Bundesliga,19.0,375,0,1,"MF,FW",9,3,6,1,4,91,3,0.1,0.4,
Corentin Tolisso,fr Ligue 1,29.0,2329,7,4,MF,57,22,41,41,11,1073,31,5.3,4.9,
John Tolkin,de Bundesliga,22.0,737,0,2,"DF,MF",18,8,54,8,5,174,11,0.1,0.7,
Rafael Tolói,it Serie A,33.0,468,0,0,DF,10,8,11,0,2,195,3,0.1,0.2,
Raúl de Tomás,es La Liga,29.0,22,0,0,"DF,FW",2,0,0,0,0,8,0,0.0,0.0,
Tiago Tomás,de Bundesliga,22.0,1884,6,1,"FW,MF",33,9,19,17,29,503,20,5.4,2.6,
Takehiro Tomiyasu,eng Premier League,25.0,7,0,0,DF,0,0,1,0,0,1,0,0.2,0.0,
Fikayo Tomori,it Serie A,26.0,1593,0,1,DF,40,20,61,5,2,721,8,0.1,0.7,
Sandro Tonali,eng Premier League,24.0,2630,4,2,MF,51,34,33,27,20,979,28,4.4,2.2,
Luka Topalović,it Serie A,18.0,11,0,0,MF,1,0,0,0,0,5,0,0.0,0.0,
Pablo Torre,es La Liga,21.0,310,3,1,"MF,FW",5,3,5,4,2,130,8,0.4,0.8,
David Torres,es La Liga,21.0,1387,0,0,DF,13,10,74,10,1,451,1,0.3,0.0,
Ferrán Torres,es La Liga,24.0,1106,10,6,"FW,MF",8,4,5,14,11,291,19,8.0,3.1,
Pau Torres,eng Premier League,27.0,2020,0,0,DF,21,10,75,4,15,965,3,0.5,0.1,
Lucas Torró,es La Liga,30.0,2957,3,0,MF,74,45,70,10,6,736,10,2.3,1.2,
Lorenzo Tosto,it Serie A,18.0,1,0,0,DF,0,0,0,0,0,3,0,0.0,0.0,
Abdoulaye Touré,fr Ligue 1,30.0,2324,10,1,MF,61,34,42,8,17,714,7,9.4,0.4,
Bazoumana Touré,de Bundesliga,18.0,609,0,3,"FW,MF",12,3,2,8,12,183,13,1.4,1.9,
Birama Touré,fr Ligue 1,32.0,300,0,0,"MF,DF",8,6,7,0,0,86,3,0.0,0.1,
Ousmane Toure,fr Ligue 1,19.0,6,0,0,DF,0,1,2,0,0,4,0,0.0,0.0,
Souleymane Touré,it Serie A,21.0,733,1,0,DF,7,9,17,3,5,378,2,0.4,0.0,
Lucas Tousart,de Bundesliga,27.0,561,0,1,MF,17,7,27,3,5,94,3,0.4,0.5,
Conor Townsend,eng Premier League,31.0,335,0,1,DF,11,4,16,3,0,53,4,0.0,0.7,
Adama Traoré,eng Premier League,28.0,1772,2,7,"FW,MF",20,1,6,19,48,538,42,4.0,4.9,
Boubacar Traoré,eng Premier League,22.0,1,0,0,MF,2,0,0,0,0,0,0,0.0,0.0,
Hamari Traoré,es La Liga,32.0,700,0,1,DF,19,9,21,8,6,252,3,0.0,0.2,
Omar Traoré,de Bundesliga,26.0,2616,0,1,DF,50,21,66,65,25,922,20,0.5,1.6,
Kevin Trapp,de Bundesliga,34.0,2295,0,0,GK,0,0,13,1,0,642,0,0.0,0.0,
Mark Travers,eng Premier League,25.0,450,0,0,GK,0,0,5,0,0,85,0,0.0,0.0,
Óscar Trejo,es La Liga,36.0,496,1,0,MF,8,4,5,4,8,227,9,0.6,1.0,
Philipp Treu,de Bundesliga,23.0,2881,0,2,"MF,DF",61,19,87,45,13,825,22,1.2,2.5,
Ryan Trevitt,eng Premier League,21.0,4,0,0,MF,1,0,0,1,0,4,0,0.0,0.0,
Christopher Trimmel,de Bundesliga,37.0,1740,0,3,"DF,MF",38,18,92,26,2,365,35,0.2,2.1,
Kieran Trippier,eng Premier League,33.0,1309,0,3,DF,38,12,49,16,4,609,22,0.1,1.4,
Leandro Trossard,eng Premier League,29.0,2546,8,7,FW,31,9,18,41,38,828,41,7.2,6.1,
Adrien Truffert,fr Ligue 1,22.0,2752,2,2,"DF,MF",61,27,56,39,16,971,39,2.4,3.2,
Kostas Tsimikas,eng Premier League,28.0,837,0,1,DF,31,11,20,9,5,368,16,0.4,2.1,
Viktor Tsyhankov,es La Liga,26.0,1913,2,5,"FW,MF",19,15,16,23,15,650,33,2.8,3.9,
Axel Tuanzebe,eng Premier League,26.0,1710,0,1,DF,31,23,56,14,4,402,5,0.2,0.3,
Stefano Turati,it Serie A,22.0,2676,0,0,GK,0,0,21,1,0,720,0,0.0,0.0,
Beñat Turrientes,es La Liga,22.0,942,0,0,MF,15,5,14,2,13,317,3,0.6,0.2,
Tuta,de Bundesliga,25.0,2274,2,1,"DF,MF",44,40,135,16,13,1007,4,1.1,0.3,
Christantus Uche,es La Liga,21.0,2486,4,6,"FW,MF",35,10,19,23,32,553,29,3.8,2.9,
Destiny Udogie,eng Premier League,21.0,1924,0,1,DF,75,22,36,34,13,758,16,0.3,1.5,
Manuel Ugarte Ribeiro,eng Premier League,23.0,1785,1,2,MF,77,27,17,12,18,668,10,1.0,1.1,
Lesley Ugochukwu,eng Premier League,20.0,1655,1,1,MF,50,14,23,11,19,479,14,0.9,1.0,
Lukas Ullrich,de Bundesliga,20.0,1903,1,2,DF,25,23,74,39,8,531,8,0.9,1.8,
Sven Ulreich,de Bundesliga,35.0,90,0,0,GK,0,0,0,0,0,13,0,0.0,0.0,
Enes Ünal,eng Premier League,27.0,345,2,1,"FW,MF",1,0,6,6,1,91,4,2.7,0.4,
Deniz Undav,de Bundesliga,28.0,1726,9,3,"FW,MF",11,3,10,21,10,469,26,11.7,3.6,
Naci Ünüvar,es La Liga,21.0,31,0,0,"MF,DF",2,0,0,2,0,14,1,0.0,0.0,
